,_id,tweet_id,text,task_1,task_2
4983,60c5d7495659ea5e55df0f44,hi_hasoc_2021_4986,@Thanos_pandith मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
2272,60c5d7495659ea5e55df11c6,hi_hasoc_2021_2272,@MimrotReena सिद्ध कर दिया अग्रेंजो की नाजायज औलाद कौन है। हिन्दी व हिन्दुस्तान पर हमे गर्व है।,HOF,OFFN
5448,60c5d7495659ea5e55df149d,hi_hasoc_2021_5451,व्हाट्सएप पर यह वीडियो प्राप्त हुआ कहां का है यह पता नहीं चल पाया वीडियो देखकर दिल दहल गया सड़क के एक किनारे पर बैठी गोवंश को इस तरह ट्रैक्टर ट्रॉली से कुचला इस सुअर ने।  😡 @TheDeepak2020In @TheDeepak2020  @deepaksharmazad  @YogiDevnath2 @TigerRajaSingh https://t.co/KnqG5uo36H,HOF,OFFN
3741,60c5d7495659ea5e55df1c6f,hi_hasoc_2021_3741,"सीताराम येचुरी ने पीएम मोदी से पूछा- लोग मर रहे हैं, लेकिन नई संसद का निर्माण क्यों जारी है #Modi #ModiMadeDisaster #Resign_PM_Modi #ResignModi #coronavirus #Corona #CovidVaccine #COVIDSecondWave #BJP https://t.co/LlKltxhqKD",NOT,NONE
2285,60c5d7495659ea5e55df10bd,hi_hasoc_2021_2285,"दिल्ली कर्मचारियों का मजाक बनाया जा रहा है जबकि बिजली कर्मी दिन-रात अपनी सेवाएं दे रहे हैं गलत रूप से अवैध रूप से पुलिस के द्वारा नेताओं के दबाव से गलत एफ आई आर की गई, इसे तत्काल वापस लिया जाए एवं दोषियों पर कार्रवाई की जाए https://t.co/HTz7bx26NZ",NOT,NONE
3195,60c5d7495659ea5e55df1789,hi_hasoc_2021_3195,"जीतने पे ये हाल है, जरा सोचो अगर हारी होती तो क्या होता??  #BengalBurning  #PresidentsRuleinBengal  #SaveBJPKaryakartas  #SaveBengalFromTMC",NOT,NONE
3091,60c5d7495659ea5e55df14d4,hi_hasoc_2021_3091,"ज़िंदगी के रथ में लगाम बहुत हैं,अपनों के अपनों पर इल्ज़ाम बहुत हैं,ये शिकायतों का दौर देखते हैं तो थम से जाते हैं,लगता है उम्र कम है और इम्तिहान बहुत हैं! #ModisCrimeAgainstIndia #ResignPMmodi  #SpinelessBJP #coronavirus #wednesdaythought #Oxygen4All #BeHuman #OxygenMan #fakenews",NOT,NONE
3922,60c5d7495659ea5e55df1975,hi_hasoc_2021_3922,"@vinodkapri झूठ से पैदा हुआ है ये लणैन्द्र मोदी ,  जिसकी मां की  गारेंटी तो पर बाप की कोई गारेंटी नही।। #ModiKaVaccineJumla",HOF,OFFN
2279,60c5d7495659ea5e55df1221,hi_hasoc_2021_2279,ना तुम कल हारे थे ना आज हारे हो   #JusticeForShahabuddin https://t.co/f2N3KeGHtm,NOT,NONE
1284,60c5d7495659ea5e55df0b4e,hi_hasoc_2021_1284,रंगा बिल्ला के खिलाफ लिखने पर ट्विटर भी नाराज चल रहा है आजकलl रोज 5-10 फॉलोअर्स कम कर रहा हैl #ModiKaVaccineJumla #ModiDisasterForIndia #ModiMustResign,NOT,NONE
4041,60c5d7495659ea5e55df1afa,hi_hasoc_2021_4041,"कहते है मरते है तु मरने दो , मुर्दा लोग शोर करने से कहाँ जिंदा होया करते है। साहब शोर जिंदा लोगों को बचाने के लिये है।पर आप क्या जाने जो जिंदा लोगों को भी मुर्दा समझ के छोड़ दिया करते।साहब को तू जुमला कहने की आदत है।मुर्दा घर में भी इन लाशों के लिए जगह कहाँ है।🙏#IndiaCovidCrisis",NOT,NONE
4747,60c5d7495659ea5e55df09e7,hi_hasoc_2021_4748,@BIcYlNM7hmtJgVC @NareshSetia4 @SanatKumarKhan2 @brajeshlive मेरी ही गलती है मै वैश्या पुत्र के मुंह लग गया ।,HOF,OFFN
4387,60c5d7495659ea5e55df062e,hi_hasoc_2021_4388,"#CruelMamata तेरा नर्क बनते लोग यही देखेंगे, बूढे लाचार और बच्चों पर अत्याचार तुझे नष्ट कर देगा.  #BengalViolence #BengalBurning  @MamataOfficial https://t.co/53Ar1PPips",HOF,OFFN
919,60c5d7495659ea5e55df0caa,hi_hasoc_2021_919,#25सांसद_लापता_है #ModiMadeDisaster #ModiKaVaccineJumla #ModiMustResign #BjpDestroyedIndia #bjp_mp_mlamissing @MahuaMoitra @PMOIndia https://t.co/W7eDXQivkq,NOT,NONE
903,60c5d7495659ea5e55df09df,hi_hasoc_2021_903,@taapsee मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
3221,60c5d7495659ea5e55df16a5,hi_hasoc_2021_3221,सुना है ये मादरनीय D K bose @news24tvchannel के एंकर हैं। ट्विटर पर हैं क्या? #ChineseVirus #COVID19India https://t.co/4HlvfxyAaO,NOT,NONE
2990,60c5d7495659ea5e55df154d,hi_hasoc_2021_2990,थोड़ा और कोशिश करे  #JusticeForShahabuddin,NOT,NONE
2267,60c5d7495659ea5e55df1190,hi_hasoc_2021_2267,"इस राजनीति को देख कर मुझे इन लोगों पर गुस्सा भी आता है और दया भी आती है। अपना क्या हाल कर लिया है इन लोगों ने, अंधी राजनीति, अंधी नफरत, और अंधी कुर्सी दौड़ में  ये कभी के क्रान्तिकारी अब हास्यास्पद विदूषक हो गए हैं ।   #BengalBurning",NOT,NONE
1588,60c5d7495659ea5e55df107d,hi_hasoc_2021_1588,बंगाल की विधवा!  @narendramodi @AmitShah @PMOIndia @RSSorg @BJP4India #RSS #RSSTerrorists #Rss_terrorists #RSS_चीन_से_लड़ो  #rss_देश_के_दुश्मन_की_दुश्मन  #Islamophobiainindia #Islamophobia #BJP #bjp4india #NarendraModi https://t.co/ufnGacCTOM,NOT,NONE
3444,60c5d7495659ea5e55df18e6,hi_hasoc_2021_3444,धवन मदरचोद ज़िंदा है मर गया 😁😁😁,HOF,PRFN
4856,60c5d7495659ea5e55df0b07,hi_hasoc_2021_4859,@ANI जादवपुर के बीजेपी उम्मीदवार रिंकू नस्कर के घर पर टीएमसी के गुंडों ने किया हमला  #TMCTerror #BengalBurning https://t.co/LBpLaqMVjK,HOF,HATE
3300,60c5d7495659ea5e55df1739,hi_hasoc_2021_3300,"रोहित सरदाना कोरोना पॉजिटिव क्रियाकर्म कुरुक्षेत्र (हरियाणा) शाहबुद्दीन साहब कोरोना  नेगेटिव दफन हुए ITO दिल्ली , आखिर क्यों ??  #JusticeForShahabuddin  #OsamaShahab  @ShayarImran @yadavtejashwi @RJDforIndia @patna_RJD @PMOIndia @MoHFW_INDIA  #StandWithOsamaShahab  #Osama_Shahab https://t.co/fmTd1hyDqV",NOT,NONE
5712,60c5d7495659ea5e55df16b3,hi_hasoc_2021_5715,@PANKAJPARASHAR_ कुत्ता हरामज़ादा कहीं का,HOF,PRFN
2971,60c5d7495659ea5e55df159e,hi_hasoc_2021_2971,अब भी अगर कोई मुस्लिम नेता बिहार में MY का रागा अलापता है तो वह मुसलमानों का नेता नहीं दलाल है #JusticeForShahabuddin  #JusticeForShahabuddin,NOT,NONE
1617,60c5d7495659ea5e55df0d26,hi_hasoc_2021_1617,शहाबुद्दीन को इन्साफ दो  @सुप्रीम_कोर्ट  https://t.co/UXWw6LaK8H  @PunyaPBajpai @Ravishk356 @AshrafFem @PMOIndia @CMOfficeUP @ANI @BBCHindi @AltNews @nytimes @shanu_sab @Rofl_Swara @SChoudharyNews @ModiLeDubega  #JusticeForShahabuddin #JusticeForShahabuddin #JusticeForShahabuddin,NOT,NONE
407,60c5d7495659ea5e55df0726,hi_hasoc_2021_407,@BJP4Bihar 303 सांसद इसीलिए आपको दिया गया है कि आप घर मे बैठे रहें और आपके कार्यकर्ता अपना जान दें।  #BJP  #BengalBurning  #BengalViolence,NOT,NONE
2753,60c5d7495659ea5e55df12ab,hi_hasoc_2021_2753,"2024 में कोई कार्यकर्ता जब पूछ बैठेगा ख़ामोशी का कारण तुमसे, बहुत समझाना चाहोगे मगर समझा ना पाओगे !!#SpinelessBJP #BengalViolence  #BengalBurning https://t.co/xTibMQGuxQ",NOT,NONE
